title,date,company,location,area,salary,description
Software and Data Systems Engineer,18 Jan 2021,Nearmap Australia Pty Ltd,Sydney,"CBD, Inner West & Eastern Suburbs",Full Time,"We hesitate to put “data engineer” on this job ad, because it’s not your usual data engineering role. You’ll be designing, building and operating software systems that manage petabytes of data, as we transform imagery with deep learning, and human expert labelling systems in the loop. Operating almost exclusively on cloud native technologies (primarily AWS and Kubernetes), you’ll make heavy use of technologies like Kafka, gRPC, REST APIs and other modern data management and storage tools. So it’s a data engineering role, but a hugely complex one that operates well outside the standard categorical data / ETL flows that happen in many organisations.,You will work with an incredibly passionate and talented team of Data Scientists and Machine Learning Engineers, and your work will interface with systems that run tensorflow on thousands of GPUs, and train large deep learning models with novel architectures. For the right candidate, your core passion will be the data systems rather than the machine learning itself.,At Nearmap, we have petabytes of high quality aerial imagery (covering half a million square kilometres a year at 5-7cm resolution, and regularly captured imagery back to 2009). We produce automated 3D models of entire cities, and have recently launched our new product, Nearmap AI, which turns our visual content into semantic information to power decisions in a wide range of organisations. As a publicly listed company focused on growth, we have both the resources to allow you to succeed in your role, and the agility (thanks to cloud-based infrastructure) to rapidly take advantage of the latest developments in the field. Nearmap is continually evolving, and you’ll need to thrive in a fast paced environment that changes rapidly.,The team mixes data science, ML engineering and software engineering, and has responsibility for building the systems and managing the data for human expert labelling of our imagery, and support the training and management of our deep learning models. We have a custom labelling environment built on our Map Browser product that allows our labelling team to annotate 2D, 3D and source imagery. We use algorithms in the loop to enhance the human labelling of millions of images, and automatically produce training data sets for ML that continually grow and improve in quality. We also facilitate the creation of new labelling projects, as we seek to build a richer machine learning derived picture of our physical world.,At Nearmap, every opinion matters, our business model partnered with our open-door management style gives you the opportunity to make an impact. Our Nearmappers see the world differently and are intently focused on delivering the best location content in the world. Having a shared goal and a lot of fun reaching it is how our Nearmappers truly flourish at their home away from home. We're all super down-to-earth - except when we're in the sky capturing fresh imagery!,We're after an exceptional candidate, who has real world experience but is still eager to learn. ,Watch our culture video and find out more about what a day in the life at Nearmap looks like!,Watch some presentations on what we do in the AI Systems group:,https://www.youtube.com/watch?v=WSMYfAEdAe4&,https://www.youtube.com/watch?v=ZEGdSLWdrH0&,https://www.youtube.com/watch?v=8mSSG6uICW0&&t=211s,https://au-navig8.nearmap.com/watch/qRzyxjZLwyncapzp8X4UXt,If you think it would be a great fit could see yourself working at Nearmap, we invite you to come and make a difference!"
Research Officer,10 Feb 2021,QIMR Berghofer Medical Research Institute,Brisbane,CBD & Inner Suburbs,Full Time,"QIMR Berghofer is a world-leading translational medical research institute focused on improving health by developing new diagnostics, better treatments and prevention strategies, specifically in the areas of cancer, infectious diseases, mental health and chronic disorders. Based in Herston, Brisbane and working in close collaboration with clinicians and other research institutes, QIMR Berghofer is home to more than 600 scientists, students and support staff.,QIMR Berghofer Medical Research Institute provides world class facilities for histology, flow cytometry, Imaging and animal experiments.,The Drug Discovery Group at QIMR Berghofer, working together with QBiotics Ltd. (a commercial stage Australian biotech company), have been intimately involved in the development of a family of natural products with utility in the cancer/wound healing arenas. We are now turning our focus to various inflammatory diseases and are interested in recruiting an individual with extensive experience in immunology/inflammation to play a significant role in the development of an anti-inflammatory/immunomodulatory research program. The successful candidate will be supported by a SIEF Ross Metcalf STEM+ Business Fellowship (3 years), which was recently awarded to QBiotics Ltd. and QIMR Berghofer for the project.,To be successful in this role you will have:,A competitive salary, together with generous superannuation and salary sacrificing opportunities will be provided by the Fellowship.,Salary range is $82,506 to $88,522 p.a. plus super and salary packaging. This is a 3 year, full-time appointment.,Contact Jason Cullen, Senior Research Officer on Jason.Cullen@qimrberghofer.edu.au  or Glen Boyle, Group Leader on , ,8 March 2021"
Research Officer,10 Feb 2021,QIMR Berghofer Medical Research Institute,Brisbane,CBD & Inner Suburbs,Full Time,"QIMR Berghofer is a world-leading translational medical research institute focused on improving health by developing new diagnostics, better treatments and prevention strategies, specifically in the areas of cancer, infectious diseases, mental health and chronic disorders. Based in Herston, Brisbane and working in close collaboration with clinicians and other research institutes, QIMR Berghofer is home to more than 600 scientists, students and support staff.,QIMR Berghofer Medical Research Institute provides world class facilities for histology, flow cytometry, Imaging and animal experiments.,The Drug Discovery Group at QIMR Berghofer, working together with QBiotics Ltd. (a commercial stage Australian biotech company), have been intimately involved in the development of a family of natural products with utility in the cancer/wound healing arenas. We are now turning our focus to various inflammatory diseases and are interested in recruiting an individual with extensive experience in immunology/inflammation to play a significant role in the development of an anti-inflammatory/immunomodulatory research program. The successful candidate will be supported by a SIEF Ross Metcalf STEM+ Business Fellowship (3 years), which was recently awarded to QBiotics Ltd. and QIMR Berghofer for the project.,To be successful in this role you will have:,A competitive salary, together with generous superannuation and salary sacrificing opportunities will be provided by the Fellowship.,Salary range is $82,506 to $88,522 p.a. plus super and salary packaging. This is a 3 year, full-time appointment.,Contact Jason Cullen, Senior Research Officer on Jason.Cullen@qimrberghofer.edu.au  or Glen Boyle, Group Leader on , ,8 March 2021"
GP Sales Representative,4 Feb 2021,IQVIA,Melbourne,CBD & Inner Suburbs,Full Time,"We are currently building a GP sales team to promote diabetes products with one of our clients on a 10-month fixed term contract due to commence now. In this challenging and rewarding role, your key responsibilities include working within a dedicated sales team, managing your territory sales and product portfolio. Reporting to the Regional Sales Manager, your objective is to gain acceptance of our products by key Doctors to achieve desired patient outcomes.,You will utilise your excellent targeting and profiling abilities to build strong business-oriented relationships with your customers.,At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. The advanced analytics, technology solutions and contract research services we provide to the life sciences industry are made possible by our 67,000+ employees around the world who apply their insight, curiosity and intellectual courage every step of the way."
Scientific Software Developer,21 Jan 2021,Calleo,ACT,Developers/Programmers,Contract/Temp,
Senior C#/Java Engineer - Algo/Equities experience,15 Feb 2021,Mars Recruitment,Sydney,"CBD, Inner West & Eastern Suburbs",Full Time,"This newly created role involves working for a globally recognized investment bank who are a leading provider of Algorithmic Trading services in the Asia equity markets. The service is used extensively by major global institutional clients as well as internal Program Trading / Cash trading desks., The algo team are largely quant driven and highly customized to meet client needs. Expansion of the client base and growth in order volumes have led the equities business to invest in enhancing the trading system architecture., , This role is an addition to the existing regional algo development team, focusing on re-architecting connectivity within the algo platform, building resilience, performance and flexibility., The ideal candidate would have a strong development background in front office equities trading systems with a passion to understand automated trading and solve problems analytically., , , This role comes with a wide range of responsibilities such as:, , To be considered for this role you will need the following skills/experience:, , This role offers an experienced C#/Java engineer with a background in equities a fantastic opportunity to move into one of the most established Algo trading/equities and not only learn the business but also exposure to the highest level of engineering within the field working alongside a very experienced development team., To apply please send me across your resume in word format to email - , or to learn more please call Simon Payne on ,., "
Snr Back End Engineer,31 Jan 2021,Crew Talent Advisory,Melbourne,CBD & Inner Suburbs,"$140,000 - $159,999 + ESOP @10%-15% of base.","Hey there, we're Crew. We're the exclusive Talent Partners for some of Melbourne's most exciting and progressive technology firms. ,-------------------------------------------------------------------------------,Like Qsic. We love this business, not only because of their global vision and potential but mainly because of their people. They're a team of problem solvers, collaborators, thinkers and doers combined with solid technical chops.,You'll get to work with some super smart people who care about each other and are focussed on building a world-class, world-first product. Their last hire is an ex-Google & Microsoft Data Scientist; that's the calibre of team we're building.,They built Australia’s first commercial music streaming platform, but that was just the beginning.,They’re now building the world’s first platform for fully-automated, AI-driven, patten recognition experiment design and applied to learning at scale. This will be underpinned by grassroots transactional and instore behavioural data.,Simply put, they're using human curation, AI, and IoT devices to build a retail and commercial analytics platform that will help clients to understand and predict in-store customer behaviour.,The , we’re hiring will be a key part of the team to build this. Based in the inner-east suburbs of Melbourne, you’ll get to do the Flexi-working thing. ,Even though they’re an early-stage startup, you won't be expected to work stupid hours; there’s a really strong commitment to people getting their balance of work and home life right. There’s also a super-strong commitment to building a diverse and inclusive team so everyone is encouraged to apply.,; ,; ,So apply now and let's get to know each other. Together we'll figure out if this could be a great match. "
Business Development Manager - SAP Service ,19 Jan 2021,Carter Murray,Sydney,New Business Development,$140k - $150k p.a. + + Super OTE $300K  ++,"My client is a global consulting and services company. They specialise in problem solving and change management through the use of customer research, process and technology. The work with companies on Business Transformation, Digital Transformation, Data Science and Analytics, Design Thinking and Technology Transformation., ,They are currently expanding and looking to add an experienced , , ,A Hunter profile, prior experience of selling technology solutions and services, proven track record and extensive local networking and business connections., , , , ,For a full review of our active roles, please visit our website at www.cartermurray.com.au,Carter Murray is part of The Specialist Recruitment Group PTY LTD, which is acting as an Employment Agency in relation to this vacancy.,Please note that your personal information will be treated in accordance with our Privacy Policy [link removed]. "
APS5/APS6/EL1 Various Positions,22 Jan 2021,onpoint 365,ACT,Government - Federal,Contract/Temp,"To apply, click the Apply Now button and send your up-to-date resume, for a confidential discussion call Zoe Groch or Shannon Senior on ,.,If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career., "
Graduate Engineer,9 Feb 2021,Think Brick Australia,Sydney,North Shore & Northern Beaches,Full Time,
Customer Care Consultant,27 Jan 2021,Australian Retailers Association Talent Registry,Sydney,"CBD, Inner West & Eastern Suburbs",Full Time,
Level 1 Application Support,9 Feb 2021,Halcyon Knights Pty Ltd,Sydney,Help Desk & IT Support,Full Time," Opportunity for a Graduate or a Level 1 Application Support Analyst to join my client's Sydney support team to support a cloud-based platform., , "
Sales Specialist - Technology,19 Jan 2021,IQVIA,Sydney,"CBD, Inner West & Eastern Suburbs",Full Time,"IQVIA provides a number of different solutions and technologies to clients in the Healthcare industry, that range from Data on pharmaceutical products, BI platforms to enable clients to consume and analyse the data, CRM solutions and a number of web-based applications.  ,We have a new role for a Sales specialist based in our Sydney office, who will join our Account Management team, with a specific focus and ownership of our Technology portfolio. You will be the subject matter expert for specific technology products which will require technical and scientific expertise.,Working across multiple accounts alongside the account managers, you will lead the sales effort and coordinate the service approach for the clients. This includes developing, managing, and implementing sales strategies, identifying potential customers, and cultivating existing customer relationships to close deals.,At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. The advanced analytics, technology solutions and contract research services we provide to the life sciences industry are made possible by our 67,000+ employees around the world who apply their insight, curiosity and intellectual courage every step of the way. Learn more at jobs.iqvia.com."
"Multiple roles - APS5, APS6, EL1 ",19 Jan 2021,relatbl,ACT,Government - Federal,Full Time,
Project Officer,12 Feb 2021,HOBAN Recruitment,ACT,Government - Federal,$45.00 - $50 p.h.," ,Benefits to you:,To apply for this role you must be an Australian citizen., , If you would like to be considered for this position please click ""Apply"" button and upload your resume. For more information please contact Julia Borodavkina on ,.,At HOBAN we embrace diversity, inclusion and equal opportunity. We welcome and encourage applications from people from all backgrounds.,We provide reasonable adjustments; including alternate formats to the recruitment process for individuals with disability. If you require an adjustment to be made during the recruitment process, please email , or visit hoban.com.au/adjustments."
Data Analyst (12 month contract),9 Feb 2021,Slade Group,Melbourne,CBD & Inner Suburbs,Contract/Temp,"Reporting to the Head of Australia and working across People & Culture, HSEQ and ESG, the Data Analyst is a newly created role which presents the opportunity to develop your data capture and analysis skills and use them to assist in strategic service delivery decision making.,Key responsibilities: ,Selection Criteria:"
Data Migration Specialist,2 Feb 2021,Midwinter,Sydney,"CBD, Inner West & Eastern Suburbs",Full Time,"Join one of Australia’s rapidly growing financial technology firms. Established in 2006, Midwinter Financial Services - a Bravura Company, is expanding to be at the forefront of an evolving digital landscape. We develop leading financial planning software solutions to enable financial advisers to provide quality advice to their clients.,We're looking for a,to join us in a permanent, full-time role. You will need to be comfortable working with complex databases and existing ETL processes. The role itself will focus on analysing, transforming and loading data from a variety of sources into our software solution, AdviceOS. This role will also encompass maintaining and enhancing these ETL processes, performing analysis for support desk issues and responding with appropriate communications and/or data fixes.,Our people are at the heart of our business. We work hard to attract and retain the best employees and provide rich experiences and a strong framework for ongoing career development. Also on offer is: ,If this role interests you, please apply online today.,As part of the job application process, you will be taken to Bravura Solutions’ careers portal.,By joining us you’ll work alongside industry experts to contribute to transformative programs, help to define cutting edge solutions and resolve some of our clients most complex issues.,#bravuracareers"
Software Engineer,11 Feb 2021,Deputy.com,Sydney,"CBD, Inner West & Eastern Suburbs",Full Time,"At Deputy we’re on a mission to change the way the world works & we are looking for fantastic people to help us do that. Our mission is to simplify shift work, with a future state vision to enable thriving workplaces in every community., ,Deputy is a SaaS Workforce Management Product company. HQ'd in Sydney (AU), with offices in London (UK), Atlanta and San Francisco (USA). We’ve helped hundreds of thousands of people across all industries in 70+ countries save time and money managing their hourly workforce so they can focus on what they do best, and be amazing., ,Currently, our employees are predominately working from home and this role will also be remote for the time being. We anticipate employees will be returning to the office, in a flexible capacity, during 2021 as appropriate & when it is safe to do so., , ,As a Software Engineer, you will be working closely with your peers, product, design and leadership to build amazing products and features for the Deputy platform, delivering services and products to millions of users and businesses from small & medium to enterprise., ,You wake up every morning knowing with confidence that the work you do, from the user facing experiences to the backend APIs are being used to power 100,000s of workplaces and the livelihood of 1,000,000s of users worldwide., ,Responsibilities “THE WHAT”, ,Who you are “THE HOW”, ,- Australian Hyper-Growth Startup - Head Office in Sydney,- Why IVP Invested in Deputy,- Deloitte's #21 Fastest Growing Technology Startups in Aus 2018,- Raised $111M Series B Round led by IVP, OpenView (our Series A investor), Square Peg Capital and EVP.,- Global Growth across APAC, America and EMEA., ,- Share Options,- Paternity/Maternity Leave Policies,- Personal Learning & Development Fund,- Flexible Work Policy,- Company wide Development & Coaching,- Hackathons,- Awards - ""Your Time to Shine & Celebrate Success"",- Social Events & variety of social clubs (Books, LGBT, Games, Sports),- Mental Health Support,- Munch & Learns, ,At Deputy we’re on a mission to change the way the world works. Since 2008 over 200 million shifts have been rostered on Deputy, in over 90 countries, and across 245 different industries.,We’re making it easier for businesses and teams to roster staff, manage leave, complete payroll and take the admin out of work so that our customers can focus on doing what they love. We hire amazing people to do what they’re best at, and work with some incredible businesses all around the world.,Deputy believes in equal opportunity and that inclusiveness and diversity promotes innovation. Our global team members are from a variety of cultures. And we welcome different perspective and skills. , ,Interested? Apply now"
Botanist,21 Jan 2021,Karlka Recruiting Group,Darwin,Government - Federal,Contract/Temp,
Python DevOps Engineer,12 Feb 2021,Peoplebank Australia ACT,ACT,Developers/Programmers,Contract/Temp,"Working within the client's program you will: , "
Software Engineer – Airline Revenue Assurance,18 Jan 2021,RASSURE,Sydney,North Shore & Northern Beaches,"$70,000 - $79,999","RASSURE is an early-stage technology company based in Sydney, Australia. RASSURE aims to become the global leader in assisting airlines to protect their revenue. The proprietary technology pioneered by RASSURE involves big data, forensic data analytics and artificial intelligence.

As RASSURE is growing, a Software Engineer full-time role is being created to accelerate new development and further enhancement of our innovation award winning system."
Neurophysiology Scientist,15 Feb 2021,Seer,Launceston & North East,Other,Full Time,"Seer is developing technology to revolutionise the diagnosis and management of neurological conditions, with a special focus on epilepsy. Our mission is to deliver deep personalised clinical insights and advance patient experience with leading-edge technology.,As a Neurophysiology Scientist, you will review ambulatory video-EEG-ECG recordings and provide feedback to the designers of a cloud-based data analysis and viewing platform.,You will also independently perform the following:,Reporting and Reviewing,Procedures,Administrative tasks,Travel / Call Outs,Neurologist Interaction,We are looking for people with a strong theoretical and practical understanding of electroencephalography. The successful candidate will work well independently, have exceptional communication skills, cope with tight deadlines and be able to work in a very dynamic environment. This is a part time role, 2 days a week.,Salary range: $80k-$100k pro rota, depending on experience, plus 9.5% superannuation.,Apply now following the prompts or to discuss your application, call Sana Shek on ,."
Senior Systems Analyst - Darwin based,11 Feb 2021,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Brisbane,CBD & Inner Suburbs,Darwin based - 12 months contract,
R&D/ Process Engineer - Chemistry,19 Jan 2021,Roam Technologies Pty Ltd,Sydney,"CBD, Inner West & Eastern Suburbs",Contract/Temp," ,Roam Technologies is an Australian medical device technology company aiming to give doctor-patient care the best tools in the world. Through our unique product platform, we unify portable oxygen generation with the reach of the internet, making it possible to provide long-term, highly informed decisions and meaningful continuous improvement. , , ,Are you eager to create health technology that truly makes an impact to peoples' lives? This is a rare, highly skilled position combining R&D and Process Engineering within the fields of chemistry. You would be joining a dynamic hands-on, fast-paced development team discovering and creating optimised adsorption processes and solutions. , , ,R&D/ Process Engineer - Chemistry, , ,The R&D/ Process Engineer - Chemistry will report to the Chief Technology Officer and will operate within the team and will be tasked with the responsibility to investigate, design and create the most efficient adsorption process within a small-scale bench prototype/s.  , , , , , , , , , ,Contract for 6 months- with the possibility to extend into a longer-term position. , , ,Possibility to work in a mission-driven and innovative health technology company where you could influence and shape the fundamentals in the next generation of oxygen technology that can have an impact in peoples’ health and life. , ,Please apply via this ad or direct email: , attention to Eugene. "
Buyer & Production Admin Assistant,27 Jan 2021,Australian Retailers Association Talent Registry,Sydney,"CBD, Inner West & Eastern Suburbs",Full Time,
Paspaley | Client Advisor,1 Feb 2021,Australian Retailers Association Talent Registry,Melbourne,CBD & Inner Suburbs,Full Time,
Senior Data Integration Developer - Microsoft techs ,14 Feb 2021,SALT SEARCH PTY LTD,Sydney,Developers/Programmers,"Permanent - Up to $170,000 + super ","Salt Australia has partnered exclusively with a leading organisation to engage a Senior Data Integration - API Developer with a strong background in data warehousing and Business Intelligence/Data Management for their Sydney based team.,This role will work closely with the internal technology team and a 3rd party data warehouse provider to develop custom SOA API's to enable the organisation to fully utilise their data on a daily basis.,Leveraging off their existing platform and systems, you will be responsible for designing and developing products that maintain successful operations of the system interfaces, integration middleware, API's and dataflow.,This opportunity will suit an individual wanting to grow with an organisation who will invest in their career and offer true flexibility on work arrangements.,· Follow standard SDLC processes, from requirements gathering, functional design, technical design, system testing, integration testing, deployment and support as they relate to ETL, SQL, Data Quality, and Data Warehouse development projects,· Utilise knowledge of SOA architecture and fluency in web service standards such as WSSE, XML, REST, SOAP, WSDL, XSD, UDDI,· Define detailed designs and technical specifications (data, ETL, and BI) according to the requirements from business partners to support analytics and operational needs,· Create and maintain data models, database tables, and data dictionaries,· Design, develop and support ETL processes,· Run data quality specific ETL jobs (address standardisation and validation, email cleanups, name cleanup, parsing, etc.),· Performance tuning and continuous improvement,· Develop, optimise and execute complex SQL queries from diverse data sets,· Provide data integration support and oversight to external development vendors/contractors to ensure coding standards are adhered to, i.e. perform code reviews, unit testing and systems integration testing (SIT) review,· Contribute to growing expertise within the IT Data team, across other IT teams, and the Business to deliver value to stakeholders,· Bachelor's degree in Computer science, Management Information Systems or equivalent qualifications ,· Previous experience developing, deploying enterprise integration platforms,· Experience ensuring the physical and functional compatibility of hardware/software products throughout the full lifecycle of the program,· Ability to interact with hardware and software developers to ensure mission requirements are satisfied,· Ability to get results from teams without direct authority,· Proven track record of good judgment and programmatic execution necessary to meet technical requirements while balancing schedules and budget obligations., ,If you are seeking new opportunities and have the necessary skills, please apply to the link provided.,Salt is acting as an Employment Agency in relation to this vacancy."
Systems Analyst - Digital Preservation (SaaS) Technical Service Delivery,13 Feb 2021,Datacom Information Technologies Pty Ltd,Sydney,"CBD, Inner West & Eastern Suburbs","$60,000 - $79,999","DatacomIT is a Leader in the delivery and support of ICT and Digitisation solutions to Cultural Heritage Institutions, Industry, Education and Government, with over 35 years’ experience. We have an opening for a Technical Service Delivery Specialist to join our Digital Preservation team.,  ,This position reports to the Operations Manager with the main responsibilities being to provide Technical Support during the implementation process to the SAAS team and their clients in the Australian market. You will be dealing with major libraries, archives, museums, galleries, councils, and government sector businesses, predominantly in the Digitisation and Digital Preservation areas and therefore this role requires someone who has both strong technical (metadata and data manipulation) skills as well as a consultative personality.,Ideally, this role is full time however a minimum of 38 hours per week may be considered. The role can be located in Melbourne and some working remotely from home will be considered. Some travel is also part of the role. Depending on experience and hours, a remuneration package between $60k and $80k will be offered.,  ,You will ideally have a background in the library, archive, museum, or gallery space and have experience with specialised software. You understand data and can translate technical speak to commercial speak or have experience in describing complex data relationships and vice versa. You will be comfortable in front of customers as well as working internally with the software engineering/development and sales team.,You will work closely with the Project Manager to support the sales and assisting in the implementation of technical supports. During the implementation phase, it is expected that you will play a Technical Specialist and be the relationship interface between the client project resources and the technical implementation resources. Additionally, you will:,DatacomIT are a flexible employer seeking staff who can be self-managed, are self-motivated, and are willing to ‘own’ a responsibility. We will provide full support and training for the right candidate. Ideally, we are looking for someone with demonstrated skills as follows:,Additionally, but not essentially, you will have some or all of the following:"
Insights Director,7 Feb 2021,Omnicom Media Group,Sydney,"CBD, Inner West & Eastern Suburbs",Full Time,"Hearts is a full-service data driven marketing and communications agency, and the third global agency pillar of the Omnicom Media Group. Launched in New York in 2016, after the successful appointment by Proctor & Gamble and AT&T shortly thereafter, Hearts offers a differentiated people, process and technology-driven approach to clients, challenging existing agency models to drive greater ROI.,Our proposition of 'Winning Hearts with Science' means we bring both the human and the data element to our media solutions. Our focus is on JOURNEY DESIGN, designing and delivering transformative customer journeys that unlock and ignite growth for brands.  Being a journey design agency shifts the way we think and the way we behave - from simply the placement of advertising to the design and delivery of a linked system of brand experiences. These journeys can be delivered via the design and delivery of media ecosystems or we can expand the set of levers we pull to help our clients transform their wider marketing ecosystems.  The way we operationalise this philosophy or approach is via our process or way of working - which we call Journey Hacking.,Why join us? You're the sort of bod who is excited by the prospect of helping to create a new type of agency - a journey design agency.,Our agency culture is prized and something we work hard at maintaining. We describe our culture as 'Winning with Heart', where we blend both to achieve a culture where people can flourish, be the best they can be and importantly be true to themselves.,4 key values inform everything we do:,: We are brave in our thinking and behaviour, constantly challenging convention and looking for new and better ways of doing things,: We are hungry learners, turning interesting questions into a better understanding of how things work,: We are open and respectful to new ideas and different ways of seeing the world,: We take pride in everything we do. Leaving things in a better place than when we found them individually, in our teams and as an agency.,An Insights Director to work alongside our Chief Strategy Officer. But this is not just any old insights role - we are looking for a new type of insights person for a new type of agency.,First and foremost, you are hungry to uncover, shape and frame insights to fuel our thinking. To consistently uncover insights that pass the ‘so what' test.,This is not just about regurgitating lots of stuff - but crafting sharp, useful (hopefully even surprising) insights that change things.,We're looking for a person who can generate and sift through a variety of insight and data sources - search, social and syndicated resources - to generate a fresh insight - something illuminating - to help provide the inspiration for growth hacking the customer journey.,We may even conduct primary research if that is what is required - but there are resources to help in this space.,The right person will grab and help shape this job description.,Beyond any particular skillset the following attributes are paramount -,For more information, please apply with an up to date version of your resume or email Fraser Rix, Talent Acquisition Manager - "
Data Warehouse Solution Architect - Permanent - Sydney,11 Feb 2021,Modis,Sydney,"CBD, Inner West & Eastern Suburbs",$160K to $200K Base + Super + Bonus + Benefits,"As a Data Warehouse Specialist Solutions Architect, you will innovate and scale architectural best practices around building and operating Analytics workloads by collaborating with key customers, developing content and enabling the wider community to adopt the portfolio of services around Analytics. In this role, you will:, , , , Please click the link to apply, , "
Data Migration Tester,8 Feb 2021,Exclaim IT,Brisbane,Testing & Quality Assurance,Contract/Temp,
Senior Data Analyst - Payroll,9 Feb 2021,FourQuarters Recruitment,Perth,"CBD, Inner & Western Suburbs",$110k to $131k incl of super,
Solution Architect - IDAM,18 Jan 2021,Hudson - Project Services,Brisbane,CBD & Inner Suburbs,$900 - $1100 p.d.,"- Initial 6+ month contract with likely extension paying from $900/day ,- Brisbane CBD Location,Our client, a prominent global mining organisation, are currently seeking a seeking an Identity and Access Management (IDAM) Solution Architect to provide design, implementation and support of identity and access management initiatives in accordance with security and process guidelines.,The successful candidate will have a Bachelor degree or higher in software engineering, computer science or a related discipline, together with substantial relevant professional experience and specialised training will be highly regarded. Relevant certifications or Professional membership would be desirable.,- Initial 6+ month contract with likely extension paying from $900/day ,- Brisbane CBD Location,Our client, a prominent global mining organisation, are currently seeking a seeking an Identity and Access Management (IDAM) Solution Architect to provide design, implementation and support of identity and access management initiatives in accordance with security and process guidelines.,The successful candidate will have a Bachelor degree or higher in software engineering, computer science or a related discipline, together with substantial relevant professional experience and specialised training will be highly regarded. Relevant certifications or Professional membership would be desirable.,To submit your application, in strict confidence, ,No. 198094. Should you wish to discuss please contact Kristy Coulter on ,., , Your interest will be treated in the strictest of confidence., , "
Technical Lead,29 Jan 2021,Edward Mann,Sydney,"CBD, Inner West & Eastern Suburbs","$110,000 - $149,999","Edward Mann are recruiting on behalf of an exciting Australian Tech start up, within the Financial Services Information space. The role is paying up to 150k + Super + Generous equity options., ,They are looking for a Technical Lead/Tech Co-Founder. It will be a challenging role that will give you full exposure to the development of a customer facing web app. You will need to be agile and able to take initiative, ,You will be one of the founding members of this start-up. You will work alongside the founding team to build new features and improve existing ones. You’ll be required to drive rapid iteration on the product post-launch., ,This is an exciting opportunity to establish yourself in a fast-growing business, that will likely move global in the next 2-3 years. This is the ideal role for someone who is looking to develop their career to a Tech Lead or CTO., , ,Web development experience in: Python, React, NodeJS, JavaScript, HTML, and CSS. , "
Senior Planning & Account Manager ,8 Feb 2021,Omnicom Media Group,Sydney,"Media Strategy, Planning & Buying",Full Time,"Hearts is a full-service data driven marketing and communications agency, and the third global agency pillar of the Omnicom Media Group. Launched in New York in 2016, after the successful appointment by Proctor & Gamble and AT&T shortly thereafter, Hearts offers a differentiated people, process and technology-driven approach to clients, challenging existing agency models to drive greater ROI and leveraging the OMNI audience platform.,Since launch, Hearts has continued to grow, innovate and deliver, extending its network to 24 markets around the world, including London, Tokyo, Toronto and Dubai. ,Hearts is in the business of capturing hearts. The hearts of our people, our clients and our clients' customers. To do this requires the alignment of ambition, teams, innovation, creativity, audiences and media to deliver a disproportionate share of ROI. This means rethinking traditional ways of working, questioning everything and using data and technology to empower smarter decisions, to ultimately deliver better business results, not just cost savings.,At Hearts, we're defining the future of media, using data to sharpen our understanding of consumers and the media's impact on business outcomes. This approach requires rethinking traditional ways of working, questioning everything and using data and technology to empower smarter decisions, to ultimately deliver better business results, not just cost savings., ,Our agency culture is prized and something we work hard at maintaining. We describe our culture as 'Winning with Heart', where we blend both to achieve a culture where people can flourish, be the best they can be and importantly be true to themselves.,4 key values inform everything we do:,We are looking for a Senior Planning & Account Manager to work across one of our key accounts in a role that will see you support the development of media strategy and plans whilst taking ownership for the impeccable implementation of campaigns.,The people who will flourish at Hearts are fluent in digital, interested in using data to inform and technology platforms to enable. More specifically;,For more information, please apply with an up to date version of your resume or email fraser.rix@omnicommediagroup.com with any questions."
